0.969735,4,1,1,1,1,4,1
1.23065,5,2,1,1,1,4,1
1.23583,6,3,1,1,1,4,1
0.969678,4,1,1,1,1,8,1
1.23063,5,2,1,1,1,8,1
1.23583,6,3,1,1,1,8,1
0.971902,5,1,1,1,2,4,1
1.45075,6,2,1,1,2,4,1
1.48465,7,3,1,1,2,4,1
1.48571,8,4,1,1,2,4,1
0.971959,5,1,1,1,2,8,1
1.45035,6,2,1,1,2,8,1
1.48469,7,3,1,1,2,8,1
1.48575,8,4,1,1,2,8,1
0.977316,6,1,1,1,3,4,1
1.56345,7,2,1,1,3,4,1
1.66196,8,3,1,1,3,4,1
1.66742,9,4,1,1,3,4,1
1.66742,10,5,1,1,3,4,1
0.977316,6,1,1,1,3,8,1
1.56323,7,2,1,1,3,8,1
1.66201,8,3,1,1,3,8,1
1.66767,9,4,1,1,3,8,1
1.66775,10,5,1,1,3,8,1
0.974554,5,1,1,2,1,4,1
1.44672,6,2,1,2,1,4,1
1.48058,7,3,1,2,1,4,1
1.48142,8,4,1,2,1,4,1
0.974478,5,1,1,2,1,8,1
1.44649,6,2,1,2,1,8,1
1.48058,7,3,1,2,1,8,1
1.48146,8,4,1,2,1,8,1
0.972299,6,1,1,2,2,4,1
1.57389,7,2,1,2,2,4,1
1.69854,8,3,1,2,2,4,1
1.71016,9,4,1,2,2,4,1
1.71075,10,5,1,2,2,4,1
0.971893,6,1,1,2,2,8,1
1.57302,7,2,1,2,2,8,1
1.69848,8,3,1,2,2,8,1
1.71034,9,4,1,2,2,8,1
1.71107,10,5,1,2,2,8,1
0.973795,7,1,1,2,3,4,1
1.6088,8,2,1,2,3,4,1
1.80786,9,3,1,2,3,4,1
1.81904,10,4,1,2,3,4,1
1.82389,11,5,1,2,3,4,1
1.82422,12,6,1,2,3,4,1
0.973643,7,1,1,2,3,8,1
1.60772,8,2,1,2,3,8,1
1.80747,9,3,1,2,3,8,1
1.81957,10,4,1,2,3,8,1
1.82458,11,5,1,2,3,8,1
1.82495,12,6,1,2,3,8,1
0.975486,6,1,1,3,1,4,1
1.55277,7,2,1,3,1,4,1
1.6478,8,3,1,3,1,4,1
1.65216,9,4,1,3,1,4,1
1.65229,10,5,1,3,1,4,1
0.975486,6,1,1,3,1,8,1
1.55149,7,2,1,3,1,8,1
1.64802,8,3,1,3,1,8,1
1.65256,9,4,1,3,1,8,1
1.6527,10,5,1,3,1,8,1
0.974877,7,1,1,3,2,4,1
1.60321,8,2,1,3,2,4,1
1.80352,9,3,1,3,2,4,1
1.82136,10,4,1,3,2,4,1
1.82226,11,5,1,3,2,4,1
1.82229,12,6,1,3,2,4,1
0.974697,7,1,1,3,2,8,1
1.60236,8,2,1,3,2,8,1
1.80284,9,3,1,3,2,8,1
1.82173,10,4,1,3,2,8,1
1.82285,11,5,1,3,2,8,1
1.82289,12,6,1,3,2,8,1
0.974421,8,1,1,3,3,4,1
1.61434,9,2,1,3,3,4,1
1.8721,10,3,1,3,3,4,1
1.90862,11,4,1,3,3,4,1
1.91091,12,5,1,3,3,4,1
1.91117,13,6,1,3,3,4,1
1.91121,14,7,1,3,3,4,1
0.974346,8,1,1,3,3,8,1
1.61264,9,2,1,3,3,8,1
