0.97144,4,1,1,1,1,4,1
1.20524,5,2,1,1,1,4,1
1.20925,6,3,1,1,1,4,1
0.971383,4,1,1,1,1,8,1
1.20523,5,2,1,1,1,8,1
1.20925,6,3,1,1,1,8,1
0.97641,5,1,1,1,2,4,1
1.38431,6,2,1,1,2,4,1
1.41613,7,3,1,1,2,4,1
1.41585,8,4,1,1,2,4,1
0.976343,5,1,1,1,2,8,1
1.38403,6,2,1,1,2,8,1
1.41615,7,3,1,1,2,8,1
1.41589,8,4,1,1,2,8,1
0.976543,6,1,1,1,3,4,1
1.46537,7,2,1,1,3,4,1
1.50503,8,3,1,1,3,4,1
1.50994,9,4,1,1,3,4,1
1.50996,10,5,1,1,3,4,1
0.976591,6,1,1,1,3,8,1
1.46516,7,2,1,1,3,8,1
1.50525,8,3,1,1,3,8,1
1.51037,9,4,1,1,3,8,1
1.51037,10,5,1,1,3,8,1
0.974118,5,1,1,2,1,4,1
1.38619,6,2,1,2,1,4,1
1.4183,7,3,1,2,1,4,1
1.41838,8,4,1,2,1,4,1
0.974099,5,1,1,2,1,8,1
1.38564,6,2,1,2,1,8,1
1.41836,7,3,1,2,1,8,1
1.4184,8,4,1,2,1,8,1
0.974507,6,1,1,2,2,4,1
1.47787,7,2,1,2,2,4,1
1.55999,8,3,1,2,2,4,1
1.56482,9,4,1,2,2,4,1
1.56492,10,5,1,2,2,4,1
0.974497,6,1,1,2,2,8,1
1.47719,7,2,1,2,2,8,1
1.56014,8,3,1,2,2,8,1
1.56526,9,4,1,2,2,8,1
1.56539,10,5,1,2,2,8,1
0.970205,7,1,1,2,3,4,1
1.50218,8,2,1,2,3,4,1
1.62393,9,3,1,2,3,4,1
1.63562,10,4,1,2,3,4,1
1.63725,11,5,1,2,3,4,1
1.63744,12,6,1,2,3,4,1
0.970205,7,1,1,2,3,8,1
1.50161,8,2,1,2,3,8,1
1.62406,9,3,1,2,3,8,1
1.63637,10,4,1,2,3,8,1
1.63824,11,5,1,2,3,8,1
1.63846,12,6,1,2,3,8,1
0.972082,6,1,1,3,1,4,1
1.47005,7,2,1,3,1,4,1
1.53894,8,3,1,3,1,4,1
1.53993,9,4,1,3,1,4,1
1.54019,10,5,1,3,1,4,1
0.972167,6,1,1,3,1,8,1
1.46925,7,2,1,3,1,8,1
1.53908,8,3,1,3,1,8,1
1.5404,9,4,1,3,1,8,1
1.54076,10,5,1,3,1,8,1
0.972346,7,1,1,3,2,4,1
1.50759,8,2,1,3,2,4,1
1.62641,9,3,1,3,2,4,1
1.64045,10,4,1,3,2,4,1
1.64142,11,5,1,3,2,4,1
1.64142,12,6,1,3,2,4,1
0.972346,7,1,1,3,2,8,1
1.5067,8,2,1,3,2,8,1
1.62647,9,3,1,3,2,8,1
1.64117,10,4,1,3,2,8,1
1.64241,11,5,1,3,2,8,1
1.64244,12,6,1,3,2,8,1
0.970497,8,1,1,3,3,4,1
1.52618,9,2,1,3,3,4,1
1.68563,10,3,1,3,3,4,1
1.69742,11,4,1,3,3,4,1
1.70917,12,5,1,3,3,4,1
1.71045,13,6,1,3,3,4,1
1.71045,14,7,1,3,3,4,1
0.970506,8,1,1,3,3,8,1
1.5252,9,2,1,3,3,8,1
1.68489,10,3,1,3,3,8,1
1.69825,11,4,1,3,3,8,1
1.71054,12,5,1,3,3,8,1
1.71186,13,6,1,3,3,8,1
1.71192,14,7,1,3,3,8,1
0.975848,5,1,2,1,1,4,1
1.4559,6,2,2,1,1,4,1
1.48938,7,3,2,1,1,4,1
