0.934658,4,1,1,1,1,4,1
1.18847,5,2,1,1,1,4,1
1.19712,6,3,1,1,1,4,1
0.934623,4,1,1,1,1,8,1
1.18844,5,2,1,1,1,8,1
1.19712,6,3,1,1,1,8,1
0.960532,5,1,1,1,2,4,1
1.40493,6,2,1,1,2,4,1
1.42816,7,3,1,1,2,4,1
1.42843,8,4,1,1,2,4,1
0.960513,5,1,1,1,2,8,1
1.40467,6,2,1,1,2,8,1
1.42824,7,3,1,1,2,8,1
1.42855,8,4,1,1,2,8,1
0.967006,6,1,1,1,3,4,1
1.53896,7,2,1,1,3,4,1
1.59076,8,3,1,1,3,4,1
1.59352,9,4,1,1,3,4,1
1.59355,10,5,1,1,3,4,1
0.966978,6,1,1,1,3,8,1
1.53834,7,2,1,1,3,8,1
1.59109,8,3,1,1,3,8,1
1.59401,9,4,1,1,3,8,1
1.59413,10,5,1,1,3,8,1
0.959454,5,1,1,2,1,4,1
1.43174,6,2,1,2,1,4,1
1.4559,7,3,1,2,1,4,1
1.45892,8,4,1,2,1,4,1
0.95949,5,1,1,2,1,8,1
1.43084,6,2,1,2,1,8,1
1.4559,7,3,1,2,1,8,1
1.45892,8,4,1,2,1,8,1
0.961418,6,1,1,2,2,4,1
1.57963,7,2,1,2,2,4,1
1.67143,8,3,1,2,2,4,1
1.67954,9,4,1,2,2,4,1
1.68228,10,5,1,2,2,4,1
0.961409,6,1,1,2,2,8,1
1.57888,7,2,1,2,2,8,1
1.67149,8,3,1,2,2,8,1
1.67977,9,4,1,2,2,8,1
1.68265,10,5,1,2,2,8,1
0.968007,7,1,1,2,3,4,1
1.61723,8,2,1,2,3,4,1
1.80973,9,3,1,2,3,4,1
1.83385,10,4,1,2,3,4,1
1.83395,11,5,1,2,3,4,1
1.83395,12,6,1,2,3,4,1
0.967961,7,1,1,2,3,8,1
1.61621,8,2,1,2,3,8,1
1.80937,9,3,1,2,3,8,1
1.83432,10,4,1,2,3,8,1
1.83479,11,5,1,2,3,8,1
1.83483,12,6,1,2,3,8,1
0.965614,6,1,1,3,1,4,1
1.54271,7,2,1,3,1,4,1
1.62143,8,3,1,3,1,4,1
1.62554,9,4,1,3,1,4,1
1.62906,10,5,1,3,1,4,1
0.965642,6,1,1,3,1,8,1
1.54133,7,2,1,3,1,8,1
1.62146,8,3,1,3,1,8,1
1.62567,9,4,1,3,1,8,1
1.62927,10,5,1,3,1,8,1
0.967876,7,1,1,3,2,4,1
1.61493,8,2,1,3,2,4,1
1.80015,9,3,1,3,2,4,1
1.83547,10,4,1,3,2,4,1
1.83871,11,5,1,3,2,4,1
1.83861,12,6,1,3,2,4,1
0.967914,7,1,1,3,2,8,1
1.61311,8,2,1,3,2,8,1
1.79898,9,3,1,3,2,8,1
1.83574,10,4,1,3,2,8,1
1.83945,11,5,1,3,2,8,1
1.83938,12,6,1,3,2,8,1
0.966632,8,1,1,3,3,4,1
1.61781,9,2,1,3,3,4,1
1.88363,10,3,1,3,3,4,1
1.92649,11,4,1,3,3,4,1
1.92875,12,5,1,3,3,4,1
1.9289,13,6,1,3,3,4,1
1.9289,14,7,1,3,3,4,1
0.966651,8,1,1,3,3,8,1
1.61582,9,2,1,3,3,8,1
1.88065,10,3,1,3,3,8,1
1.92701,11,4,1,3,3,8,1
1.93002,12,5,1,3,3,8,1
1.93039,13,6,1,3,3,8,1
1.93043,14,7,1,3,3,8,1
0.962557,5,1,2,1,1,4,1
1.43552,6,2,2,1,1,4,1
1.45416,7,3,2,1,1,4,1
1.45429,8,4,2,1,1,4,1
0.96251,5,1,2,1,1,8,1
1.43509,6,2,2,1,1,8,1
1.45423,7,3,2,1,1,8,1
1.4544,8,4,2,1,1,8,1
0.96567,6,1,2,1,2,4,1
1.60274,7,2,2,1,2,4,1
1.68234,8,3,2,1,2,4,1
1.69125,9,4,2,1,2,4,1
1.69125,10,5,2,1,2,4,1
0.965652,6,1,2,1,2,8,1
1.60164,7,2,2,1,2,8,1
1.68254,8,3,2,1,2,8,1
1.69185,9,4,2,1,2,8,1
1.69188,10,5,2,1,2,8,1
0.964199,7,1,2,1,3,4,1
1.66174,8,2,2,1,3,4,1
1.8403,9,3,2,1,3,4,1
1.84826,10,4,2,1,3,4,1
1.85257,11,5,2,1,3,4,1
1.85257,12,6,2,1,3,4,1
0.964199,7,1,2,1,3,8,1
1.66127,8,2,2,1,3,8,1
1.84027,9,3,2,1,3,8,1
1.84922,10,4,2,1,3,8,1
1.85377,11,5,2,1,3,8,1
1.85377,12,6,2,1,3,8,1
0.96568,6,1,2,2,1,4,1
1.63023,7,2,2,2,1,4,1
1.7378,8,3,2,2,1,4,1
1.74749,9,4,2,2,1,4,1
1.74813,10,5,2,2,1,4,1
0.96568,6,1,2,2,1,8,1
1.62904,7,2,2,2,1,8,1
1.73774,8,3,2,2,1,8,1
1.74758,9,4,2,2,1,8,1
1.74831,10,5,2,2,1,8,1
0.965372,7,1,2,2,2,4,1
1.71315,8,2,2,2,2,4,1
1.98681,9,3,2,2,2,4,1
2.04432,10,4,2,2,2,4,1
2.04838,11,5,2,2,2,4,1
2.0501,12,6,2,2,2,4,1
0.965391,7,1,2,2,2,8,1
1.71227,8,2,2,2,2,8,1
1.98661,9,3,2,2,2,8,1
2.04478,10,4,2,2,2,8,1
2.04939,11,5,2,2,2,8,1
