0.919692,4,1,1,1,1,4,1
1.18479,5,2,1,1,1,4,1
1.1852,6,3,1,1,1,4,1
0.919642,4,1,1,1,1,8,1
1.18479,5,2,1,1,1,8,1
1.1852,6,3,1,1,1,8,1
0.949893,5,1,1,1,2,4,1
1.35658,6,2,1,1,2,4,1
1.38028,7,3,1,1,2,4,1
1.38036,8,4,1,1,2,4,1
0.949848,5,1,1,1,2,8,1
1.35634,6,2,1,1,2,8,1
1.38036,7,3,1,1,2,8,1
1.38036,8,4,1,1,2,8,1
0.966128,6,1,1,1,3,4,1
1.47269,7,2,1,1,3,4,1
1.51775,8,3,1,1,3,4,1
1.51807,9,4,1,1,3,4,1
1.51807,10,5,1,1,3,4,1
0.966137,6,1,1,1,3,8,1
1.47223,7,2,1,1,3,8,1
1.51787,8,3,1,1,3,8,1
1.5181,9,4,1,1,3,8,1
1.51819,10,5,1,1,3,8,1
0.95142,5,1,1,2,1,4,1
1.35349,6,2,1,2,1,4,1
1.38395,7,3,1,2,1,4,1
1.38635,8,4,1,2,1,4,1
0.951321,5,1,1,2,1,8,1
1.35323,6,2,1,2,1,8,1
1.38403,7,3,1,2,1,8,1
1.38642,8,4,1,2,1,8,1
0.965782,6,1,1,2,2,4,1
1.46336,7,2,1,2,2,4,1
1.53388,8,3,1,2,2,4,1
1.53452,9,4,1,2,2,4,1
1.53452,10,5,1,2,2,4,1
0.965782,6,1,1,2,2,8,1
1.46239,7,2,1,2,2,8,1
1.53407,8,3,1,2,2,8,1
1.53471,9,4,1,2,2,8,1
1.53471,10,5,1,2,2,8,1
0.969321,7,1,1,2,3,4,1
1.50448,8,2,1,2,3,4,1
1.64549,9,3,1,2,3,4,1
1.65265,10,4,1,2,3,4,1
1.65267,11,5,1,2,3,4,1
1.65267,12,6,1,2,3,4,1
0.969274,7,1,1,2,3,8,1
1.5038,8,2,1,2,3,8,1
1.64571,9,3,1,2,3,8,1
1.65287,10,4,1,2,3,8,1
1.65308,11,5,1,2,3,8,1
1.65308,12,6,1,2,3,8,1
0.963475,6,1,1,3,1,4,1
1.44714,7,2,1,3,1,4,1
1.51384,8,3,1,3,1,4,1
1.51582,9,4,1,3,1,4,1
1.51582,10,5,1,3,1,4,1
0.963484,6,1,1,3,1,8,1
